scenario,mpa_coverage,forecast_horizon,fishing_binary,fishing_hours,fishing_binary_bau,fishing_hours_bau,region,fishing_binary_delta,fishing_hours_delta_absolute,fishing_hours_delta,unprotected_effort,protected_effort,fraction_effort_protected
Sala et al. 2021 carbon,0.2,3,1797,12403154.132040141,3211,26338225.486605354,"Inside
MPAs",-0.44036125817502336,-13935071.354565213,-0.529081633143891,12849380.260378283,38601732.29456523,0.7502604001680875
Sala et al. 2021 carbon,0.2,3,14694,6902750.924223958,14620,7021785.96489081,"Outside
MPAs",0.00506155950752394,-119035.04066685215,-0.01695224566257527,12849380.260378283,38601732.29456523,0.7502604001680875
Sala et al. 2021 carbon,0.2,3,4318,17272210.82395756,4729,22006800.237541687,"Partial
MPA overlap",-0.08691055191372384,-4734589.413584128,-0.21514210891537655,12849380.260378283,38601732.29456523,0.7502604001680875
Sala et al. 2021 carbon,0.3,1,2939,22435951.731214125,5270,28148685.67677479,"Inside
MPAs",-0.44231499051233397,-5712733.945560664,-0.20294851458283844,11401921.964050189,40049190.59089327,0.7783930920468564
Sala et al. 2021 carbon,0.3,1,12527,5540157.783964296,12476,5685389.587566594,"Outside
MPAs",0.004087848669445335,-145231.8036022978,-0.025544740842370052,11401921.964050189,40049190.59089327,0.7783930920468564
Sala et al. 2021 carbon,0.3,1,4709,19143133.962566715,5024,21731321.240672484,"Partial
MPA overlap",-0.06269904458598727,-2588187.2781057693,-0.11909939802747478,11401921.964050189,40049190.59089327,0.7783930920468564
Sala et al. 2021 carbon,0.3,2,2510,17851988.213294584,5253,28081677.848118473,"Inside
MPAs",-0.522177803160099,-10229689.634823889,-0.36428341960732585,11401921.964050189,40049190.59089327,0.7783930920468564
Sala et al. 2021 carbon,0.3,2,12494,5101640.047595664,12416,5397229.484652788,"Outside
MPAs",0.006282216494845361,-295589.43705712445,-0.054766883249571546,11401921.964050189,40049190.59089327,0.7783930920468564
Sala et al. 2021 carbon,0.3,2,4703,18279521.520715218,5020,21295323.246616542,"Partial
MPA overlap",-0.06314741035856573,-3015801.7259013243,-0.14161802997662798,11401921.964050189,40049190.59089327,0.7783930920468564
Sala et al. 2021 carbon,0.3,3,2160,12400164.979785914,5225,27967177.108421355,"Inside
MPAs",-0.5866028708133971,-15567012.128635442,-0.5566172112503972,11401921.964050189,40049190.59089327,0.7783930920468564
Sala et al. 2021 carbon,0.3,3,12451,5615587.298886636,12372,5739753.658946649,"Outside
MPAs",0.006385386356288393,-124166.3600600129,-0.02163269844629529,11401921.964050189,40049190.59089327,0.7783930920468564
Sala et al. 2021 carbon,0.3,3,4399,16901737.775882613,4963,21659880.921669878,"Partial
MPA overlap",-0.11364094297803748,-4758143.145787265,-0.2196754064805096,11401921.964050189,40049190.59089327,0.7783930920468564
Sala et al. 2021 biodiversity,0.03,1,16,685.9147864999176,18,1070.04670446461,"Inside
MPAs",-0.1111111111111111,-384.13191796469243,-0.35898612309346817,49354011.51858712,2097101.0363560163,0.040759099895392614
Sala et al. 2021 biodiversity,0.03,1,20824,44980129.29377265,20726,45818339.45581691,"Outside
MPAs",0.004728360513364856,-838210.1620442569,-0.01829420646840664,49354011.51858712,2097101.0363560163,0.040759099895392614
Sala et al. 2021 biodiversity,0.03,1,2021,9159701.222922124,2026,9745987.002492342,"Partial
MPA overlap",-0.0024679170779861796,-586285.7795702182,-0.06015663466617463,49354011.51858712,2097101.0363560163,0.040759099895392614
Sala et al. 2021 biodiversity,0.03,2,12,536.1098570774708,16,955.1255146064351,"Inside
MPAs",-0.25,-419.0156575289643,-0.43870219266587396,49354011.51858712,2097101.0363560163,0.040759099895392614
Sala et al. 2021 biodiversity,0.03,2,20759,44353672.9988924,20667,45158713.127632484,"Outside
MPAs",0.004451541104175739,-805040.1287400872,-0.01782690588336286,49354011.51858712,2097101.0363560163,0.040759099895392614
Sala et al. 2021 biodiversity,0.03,2,1992,8943233.08249825,2006,9614562.326241193,"Partial
MPA overlap",-0.006979062811565304,-671329.2437429428,-0.06982421258122921,49354011.51858712,2097101.0363560163,0.040759099895392614
Sala et al. 2021 biodiversity,0.03,3,21,396.9182170220684,25,1175.4981444427228,"Inside
MPAs",-0.16,-778.5799274206545,-0.6623404138079364,49354011.51858712,2097101.0363560163,0.040759099895392614
Sala et al. 2021 biodiversity,0.03,3,20624,44021454.45453873,20546,45889023.75312154,"Outside
MPAs",0.003796359388688796,-1867569.2985828072,-0.040697516439446337,49354011.51858712,2097101.0363560163,0.040759099895392614
Sala et al. 2021 biodiversity,0.03,3,1969,8101976.1828843765,1989,9476612.43777197,"Partial
MPA overlap",-0.010055304172951232,-1374636.254887594,-0.14505565822324398,49354011.51858712,2097101.0363560163,0.040759099895392614
Sala et al. 2021 biodiversity,0.05,1,22,212400.8468552313,27,224257.98773636945,"Inside
MPAs",-0.18518518518518517,-11857.140881138155,-0.05287276944211696,44629469.84923354,6821642.705709764,0.13258494067402546
Sala et al. 2021 biodiversity,0.05,1,19093,33762706.60007451,18999,34881642.69761597,"Outside
MPAs",0.004947628822569609,-1118936.0975414664,-0.03207807921322299,44629469.84923354,6821642.705709764,0.13258494067402546
Sala et al. 2021 biodiversity,0.05,1,3732,18740561.565102655,3744,20459495.819661513,"Partial
MPA overlap",-0.003205128205128205,-1718934.2545588575,-0.08401645229727348,44629469.84923354,6821642.705709764,0.13258494067402546
Sala et al. 2021 biodiversity,0.05,2,17,235016.67494205973,25,248643.8099868677,"Inside
MPAs",-0.32,-13627.135044807976,-0.05480584875822045,44629469.84923354,6821642.705709764,0.13258494067402546
Sala et al. 2021 biodiversity,0.05,2,19058,32813819.06416194,18953,34188955.59827168,"Outside
MPAs",0.00554002004959637,-1375136.5341097414,-0.04022165959872893,44629469.84923354,6821642.705709764,0.13258494067402546
Sala et al. 2021 biodiversity,0.05,2,3676,18396980.339815587,3711,20336631.171129458,"Partial
MPA overlap",-0.009431420102398275,-1939650.8313138708,-0.09537719472768244,44629469.84923354,6821642.705709764,0.13258494067402546
Sala et al. 2021 biodiversity,0.05,3,23,264897.70323641883,34,320382.48149884824,"Inside
MPAs",-0.3235294117647059,-55484.778262429405,-0.17318293435663046,44629469.84923354,6821642.705709764,0.13258494067402546
Sala et al. 2021 biodiversity,0.05,3,18893,32259833.760972686,18827,34917819.843000844,"Outside
MPAs",0.0035056036543262338,-2657986.082028158,-0.07612119238770121,44629469.84923354,6821642.705709764,0.13258494067402546
Sala et al. 2021 biodiversity,0.05,3,3645,16875870.326807637,3699,20128609.364538092,"Partial
MPA overlap",-0.014598540145985401,-3252739.0377304554,-0.16159780235295448,44629469.84923354,6821642.705709764,0.13258494067402546
Sala et al. 2021 biodiversity,0.1,1,175,3570618.7149591534,245,4220496.239352069,"Inside
MPAs",-0.2857142857142857,-649877.5243929154,-0.15398130635289578,32173685.657262947,19277426.89768041,0.37467463657067723
Sala et al. 2021 biodiversity,0.1,1,16662,20724157.781205248,16597,21408334.268570855,"Outside
MPAs",0.003916370428390673,-684176.4873656072,-0.031958417632241144,32173685.657262947,19277426.89768041,0.37467463657067723
Sala et al. 2021 biodiversity,0.1,1,5853,26561430.290093563,5928,29936565.997090925,"Partial
MPA overlap",-0.012651821862348178,-3375135.706997361,-0.11274291471257387,32173685.657262947,19277426.89768041,0.37467463657067723
Sala et al. 2021 biodiversity,0.1,2,144,3188191.2296789326,245,4283099.0461062,"Inside
MPAs",-0.4122448979591837,-1094907.8164272672,-0.2556344844331015,32173685.657262947,19277426.89768041,0.37467463657067723
Sala et al. 2021 biodiversity,0.1,2,16638,20063630.534049,16548,20965884.89818724,"Outside
MPAs",0.005438723712835388,-902254.3641382381,-0.043034404153208396,32173685.657262947,19277426.89768041,0.37467463657067723
Sala et al. 2021 biodiversity,0.1,2,5785,25617130.685114436,5896,29525246.63509434,"Partial
MPA overlap",-0.018826322930800544,-3908115.949979905,-0.13236522621743774,32173685.657262947,19277426.89768041,0.37467463657067723
Sala et al. 2021 biodiversity,0.1,3,106,1903529.473844415,257,4118706.9509910294,"Inside
MPAs",-0.5875486381322957,-2215177.4771466143,-0.537833233465082,32173685.657262947,19277426.89768041,0.37467463657067723
Sala et al. 2021 biodiversity,0.1,3,16486,20028481.489466216,16439,21665170.249560643,"Outside
MPAs",0.002859054687024758,-1636688.7600944266,-0.07554469876033482,32173685.657262947,19277426.89768041,0.37467463657067723
Sala et al. 2021 biodiversity,0.1,3,5697,23816535.179333247,5864,29582934.48848615,"Partial
MPA overlap",-0.028478854024556615,-5766399.309152901,-0.19492316799732012,32173685.657262947,19277426.89768041,0.37467463657067723
Sala et al. 2021 biodiversity,0.16,1,970,13668219.342499113,1228,16407454.209931081,"Inside
MPAs",-0.21009771986970685,-2739234.8674319685,-0.16695063307103233,20804130.795137856,30646981.7598055,0.5956524599361842
Sala et al. 2021 biodiversity,0.16,1,14004,10457294.547625892,13946,10969060.71417719,"Outside
MPAs",0.00415889860892012,-511766.16655129753,-0.04665542291053734,20804130.795137856,30646981.7598055,0.5956524599361842
Sala et al. 2021 biodiversity,0.16,1,7434,24751141.8375989,7596,28188881.5809055,"Partial
MPA overlap",-0.02132701421800948,-3437739.7433065996,-0.12195374738227448,20804130.795137856,30646981.7598055,0.5956524599361842
Sala et al. 2021 biodiversity,0.16,2,737,9703297.09638728,1218,16538658.339246731,"Inside
MPAs",-0.3949096880131363,-6835361.242859451,-0.41329599430922,20804130.795137856,30646981.7598055,0.5956524599361842
Sala et al. 2021 biodiversity,0.16,2,14000,9744599.65618506,13910,10504194.614131574,"Outside
MPAs",0.006470165348670022,-759594.9579465128,-0.07231348864429925,20804130.795137856,30646981.7598055,0.5956524599361842
Sala et al. 2021 biodiversity,0.16,2,7365,23865095.44531205,7561,27731377.626009457,"Partial
MPA overlap",-0.02592249702420315,-3866282.1806974076,-0.1394190448393445,20804130.795137856,30646981.7598055,0.5956524599361842
Sala et al. 2021 biodiversity,0.16,3,513,6074709.800132078,1248,16336117.689950187,"Inside
MPAs",-0.5889423076923077,-10261407.88981811,-0.6281423826990927,20804130.795137856,30646981.7598055,0.5956524599361842
Sala et al. 2021 biodiversity,0.16,3,13857,9916554.846827595,13812,10903038.870250154,"Outside
MPAs",0.003258036490008688,-986484.0234225597,-0.09047789659030413,20804130.795137856,30646981.7598055,0.5956524599361842
Sala et al. 2021 biodiversity,0.16,3,7159,22183191.68137998,7500,28127655.12883751,"Partial
MPA overlap",-0.04546666666666667,-5944463.44745753,-0.21133874900801974,20804130.795137856,30646981.7598055,0.5956524599361842
Sala et al. 2021 biodiversity,0.2,1,1552,17549365.13057013,2030,21321287.770989347,"Inside
MPAs",-0.2354679802955665,-3771922.6404192187,-0.17690876277892828,15852435.810623065,35598676.74432014,0.691893235667262
Sala et al. 2021 biodiversity,0.2,1,12301,6863400.323845259,12249,7240089.403364211,"Outside
MPAs",0.0042452445097558985,-376689.0795189524,-0.052028235914313214,15852435.810623065,35598676.74432014,0.691893235667262
Sala et al. 2021 biodiversity,0.2,1,8282,23780443.41185503,8491,27004019.330660276,"Partial
MPA overlap",-0.02461429749146155,-3223575.9188052453,-0.11937393020398292,15852435.810623065,35598676.74432014,0.691893235667262
Sala et al. 2021 biodiversity,0.2,2,1221,12994183.675502859,2017,21482397.659934763,"Inside
MPAs",-0.39464551313832424,-8488213.984431904,-0.3951241439060895,15852435.810623065,35598676.74432014,0.691893235667262
Sala et al. 2021 biodiversity,0.2,2,12316,6267483.177936461,12236,6894514.305496582,"Outside
MPAs",0.006538084341288003,-627031.127560121,-0.09094638139487604,15852435.810623065,35598676.74432014,0.691893235667262
Sala et al. 2021 biodiversity,0.2,2,8191,22713921.379972734,8436,26397318.61395642,"Partial
MPA overlap",-0.029042200094831674,-3683397.233983688,-0.13953679492417287,15852435.810623065,35598676.74432014,0.691893235667262
Sala et al. 2021 biodiversity,0.2,3,907,8647940.751219397,2061,21307841.78411201,"Inside
MPAs",-0.5599223677826298,-12659901.032892613,-0.5941428118887361,15852435.810623065,35598676.74432014,0.691893235667262
Sala et al. 2021 biodiversity,0.2,3,12168,6573147.191479496,12141,7167162.140997073,"Outside
MPAs",0.002223869532987398,-594014.949517577,-0.08288007691632039,15852435.810623065,35598676.74432014,0.691893235667262
Sala et al. 2021 biodiversity,0.2,3,7941,21059258.21302722,8358,26891807.76392878,"Partial
MPA overlap",-0.04989231873653984,-5832549.550901558,-0.2168894557815866,15852435.810623065,35598676.74432014,0.691893235667262
Sala et al. 2021 biodiversity,0.3,1,2999,22074076.59257964,4557,27646094.952749625,"Inside
MPAs",-0.34189159534781655,-5572018.360169984,-0.20154811627802077,11240177.333081936,40210935.221861236,0.7815367486742124
Sala et al. 2021 biodiversity,0.3,1,9120,4043372.695235347,9094,4221443.409371267,"Outside
MPAs",0.0028590279305036287,-178070.71413592016,-0.0421824236090948,11240177.333081936,40210935.221861236,0.7815367486742124
Sala et al. 2021 biodiversity,0.3,1,8732,20844036.55007835,9119,23697858.142892968,"Partial
MPA overlap",-0.0424388639105165,-2853821.592814617,-0.12042529648066458,11240177.333081936,40210935.221861236,0.7815367486742124
Sala et al. 2021 biodiversity,0.3,2,2322,17266745.144075636,4506,27666920.817949668,"Inside
MPAs",-0.48468708388814913,-10400175.673874032,-0.37590651096693906,11240177.333081936,40210935.221861236,0.7815367486742124
Sala et al. 2021 biodiversity,0.3,2,9157,3629899.800824905,9097,4021981.0281579364,"Outside
MPAs",0.006595580960756293,-392081.2273330316,-0.09748460387755843,11240177.333081936,40210935.221861236,0.7815367486742124
Sala et al. 2021 biodiversity,0.3,2,8705,19741310.16744926,9086,23085328.733280193,"Partial
MPA overlap",-0.04193264362755888,-3344018.565830935,-0.1448547085669238,11240177.333081936,40210935.221861236,0.7815367486742124
Sala et al. 2021 biodiversity,0.3,3,1821,11825681.415136276,4550,27541239.03530046,"Inside
MPAs",-0.5997802197802198,-15715557.620164184,-0.5706191213845196,11240177.333081936,40210935.221861236,0.7815367486742124
Sala et al. 2021 biodiversity,0.3,3,9025,3993914.0424449644,9017,4238910.659553035,"Outside
MPAs",8.872130420317178e-4,-244996.61710807076,-0.05779707023452672,11240177.333081936,40210935.221861236,0.7815367486742124
Sala et al. 2021 biodiversity,0.3,3,8379,18448510.08150561,8993,23586661.994184393,"Partial
MPA overlap",-0.06827532525297454,-5138151.912678782,-0.21784141876225055,11240177.333081936,40210935.221861236,0.7815367486742124
Protecting most-fished pixels,0.03,1,250,24443525.640281476,250,26713870.476397686,"Inside
MPAs",0,-2270344.8361162096,-0.0849874913529326,28040514.39388431,23410598.161058977,0.4550066460867958
Protecting most-fished pixels,0.03,1,21769,26439870.590901174,21709,27458972.33970489,"Outside
MPAs",0.0027638306693076606,-1019101.7488037162,-0.03711361576813726,28040514.39388431,23410598.161058977,0.4550066460867958
Protecting most-fished pixels,0.03,1,810,1350942.9953342702,811,1392553.6889113095,"Partial
MPA overlap",-0.0012330456226880395,-41610.69357703929,-0.029880854080082394,28040514.39388431,23410598.161058977,0.4550066460867958
Protecting most-fished pixels,0.03,2,241,23571582.036481336,248,26280892.384947643,"Inside
MPAs",-0.028225806451612902,-2709310.348466307,-0.10309050045873107,28040514.39388431,23410598.161058977,0.4550066460867958
Protecting most-fished pixels,0.03,2,21734,25928852.67500923,21625,27142753.11226249,"Outside
MPAs",0.005040462427745665,-1213900.4372532628,-0.04472281909770051,28040514.39388431,23410598.161058977,0.4550066460867958
Protecting most-fished pixels,0.03,2,818,1306104.4794349845,816,1350585.0821777096,"Partial
MPA overlap",0.0024509803921568627,-44480.60274272505,-0.032934321080315555,28040514.39388431,23410598.161058977,0.4550066460867958
Protecting most-fished pixels,0.03,3,245,19804834.34559794,257,25731048.72764183,"Inside
MPAs",-0.04669260700389105,-5926214.382043887,-0.23031375225983672,28040514.39388431,23410598.161058977,0.4550066460867958
Protecting most-fished pixels,0.03,3,21606,26331227.70562269,21504,28289163.151130643,"Outside
MPAs",0.004743303571428571,-1957935.445507951,-0.06921150106307396,28040514.39388431,23410598.161058977,0.4550066460867958
Protecting most-fished pixels,0.03,3,800,1300094.2047402763,799,1346599.8102655527,"Partial
MPA overlap",0.0012515644555694619,-46505.60552527639,-0.03453558003703073,28040514.39388431,23410598.161058977,0.4550066460867958
Protecting most-fished pixels,0.05,1,1199,35926944.76094163,1217,40856289.636780165,"Inside
MPAs",-0.014790468364831553,-4929344.875838533,-0.12065082070989079,15413625.416836323,36037487.13810703,0.7004219218704649
Protecting most-fished pixels,0.05,1,20840,12874226.642803269,20742,13316553.179322377,"Outside
MPAs",0.004724713142416353,-442326.53651910834,-0.0332162933277616,15413625.416836323,36037487.13810703,0.7004219218704649
Protecting most-fished pixels,0.05,1,810,1313966.4952312533,811,1392553.6889113095,"Partial
MPA overlap",-0.0012330456226880395,-78587.19368005614,-0.056433869879369,15413625.416836323,36037487.13810703,0.7004219218704649
Protecting most-fished pixels,0.05,2,1138,32590723.425077032,1215,40509374.26939671,"Inside
MPAs",-0.06337448559670782,-7918650.844319675,-0.19547699729101753,15413625.416836323,36037487.13810703,0.7004219218704649
Protecting most-fished pixels,0.05,2,20777,12422688.844647296,20658,12914271.227813518,"Outside
MPAs",0.00576048020137477,-491582.3831662219,-0.03806505024515042,15413625.416836323,36037487.13810703,0.7004219218704649
Protecting most-fished pixels,0.05,2,818,1240552.070632076,816,1350585.0821777096,"Partial
MPA overlap",0.0024509803921568627,-110033.01154563366,-0.08147062558118465,15413625.416836323,36037487.13810703,0.7004219218704649
Protecting most-fished pixels,0.05,3,1058,25591979.371960685,1223,40205669.58061053,"Inside
MPAs",-0.1349141455437449,-14613690.208649844,-0.36347336982785633,15413625.416836323,36037487.13810703,0.7004219218704649
Protecting most-fished pixels,0.05,3,20660,13046403.080322329,20538,13814542.298161782,"Outside
MPAs",0.005940208394196124,-768139.2178394534,-0.055603667588875895,15413625.416836323,36037487.13810703,0.7004219218704649
Protecting most-fished pixels,0.05,3,800,1229849.090907634,799,1346599.8102655527,"Partial
MPA overlap",0.0012515644555694619,-116750.71935791872,-0.0867003830446814,15413625.416836323,36037487.13810703,0.7004219218704649
Protecting most-fished pixels,0.1,1,2900,39695834.034988835,3173,46590732.67234846,"Inside
MPAs",-0.08603844941695556,-6894898.637359627,-0.14798862867962023,9631251.535782399,41819861.01916104,0.8128077109023171
Protecting most-fished pixels,0.1,1,18858,7156735.994656581,18786,7582110.143754191,"Outside
MPAs",0.0038326413286489938,-425374.14909760933,-0.05610234367908964,9631251.535782399,41819861.01916104,0.8128077109023171
Protecting most-fished pixels,0.1,1,809,1292534.0324263014,811,1392553.6889113095,"Partial
MPA overlap",-0.002466091245376079,-100019.65648500808,-0.07182463217141945,9631251.535782399,41819861.01916104,0.8128077109023171
Protecting most-fished pixels,0.1,2,2621,34820634.1188705,3170,46072176.87248709,"Inside
MPAs",-0.17318611987381705,-11251542.753616594,-0.24421556604015546,9631251.535782399,41819861.01916104,0.8128077109023171
Protecting most-fished pixels,0.1,2,18795,6705058.99234538,18703,7351468.624723142,"Outside
MPAs",0.004918996952360584,-646409.6323777623,-0.08792931934768426,9631251.535782399,41819861.01916104,0.8128077109023171
Protecting most-fished pixels,0.1,2,816,1210149.1592566888,816,1350585.0821777096,"Partial
MPA overlap",0,-140435.92292102077,-0.10398154457220804,9631251.535782399,41819861.01916104,0.8128077109023171
Protecting most-fished pixels,0.1,3,2565,24757193.855281413,3175,46083198.79864074,"Inside
MPAs",-0.1921259842519685,-21326004.94335933,-0.46277180185652295,9631251.535782399,41819861.01916104,0.8128077109023171
Protecting most-fished pixels,0.1,3,18668,7345127.649233138,18586,7937013.080131564,"Outside
MPAs",0.004411922952760142,-591885.4308984261,-0.07457281787528754,9631251.535782399,41819861.01916104,0.8128077109023171
Protecting most-fished pixels,0.1,3,796,1194267.489639204,799,1346599.8102655527,"Partial
MPA overlap",-0.0037546933667083854,-152332.32062634872,-0.11312367599124229,9631251.535782399,41819861.01916104,0.8128077109023171
Protecting most-fished pixels,0.16,1,4370,40538856.59263759,5289,49168411.62658589,"Inside
MPAs",-0.17375685384760825,-8629555.033948302,-0.1755101445921472,6857083.6141789965,44594028.94076439,0.8667262324627776
Protecting most-fished pixels,0.16,1,16726,4546198.229991272,16670,5004431.189516747,"Outside
MPAs",0.0033593281343731254,-458232.9595254753,-0.09156544313874851,6857083.6141789965,44594028.94076439,0.8667262324627776
Protecting most-fished pixels,0.16,1,806,1278037.7580704382,811,1392553.6889113095,"Partial
MPA overlap",-0.006165228113440197,-114515.9308408713,-0.08223448169556694,6857083.6141789965,44594028.94076439,0.8667262324627776
Protecting most-fished pixels,0.16,2,3657,35019875.04708466,5284,48522440.01039038,"Inside
MPAs",-0.3079106737320212,-13502564.96330572,-0.2782746490162972,6857083.6141789965,44594028.94076439,0.8667262324627776
Protecting most-fished pixels,0.16,2,16655,4249058.337221051,16589,4901205.486819945,"Outside
MPAs",0.003978539996383146,-652147.1495988946,-0.13305852026661874,6857083.6141789965,44594028.94076439,0.8667262324627776
Protecting most-fished pixels,0.16,2,816,1193102.8923363513,816,1350585.0821777096,"Partial
MPA overlap",0,-157482.18984135822,-0.11660293891846554,6857083.6141789965,44594028.94076439,0.8667262324627776
Protecting most-fished pixels,0.16,3,3889,22870497.26671029,5289,48734978.06017949,"Inside
MPAs",-0.2647003214218189,-25864480.793469198,-0.5307169885565748,6857083.6141789965,44594028.94076439,0.8667262324627776
Protecting most-fished pixels,0.16,3,16524,4710473.605157706,16472,5285233.818592909,"Outside
MPAs",0.0031568722680913063,-574760.2134352028,-0.10874830389021874,6857083.6141789965,44594028.94076439,0.8667262324627776
Protecting most-fished pixels,0.16,3,793,1167714.9878989523,799,1346599.8102655527,"Partial
MPA overlap",-0.007509386733416771,-178884.8223666004,-0.1328418591796206,6857083.6141789965,44594028.94076439,0.8667262324627776
Protecting most-fished pixels,0.2,1,5220,40751937.93126949,6680,50252433.30324582,"Inside
MPAs",-0.218562874251497,-9500495.37197633,-0.18905542970717581,5654688.164947139,45796424.38999626,0.8900959010573652
Protecting most-fished pixels,0.2,1,15333,3482461.121134693,15279,3920409.5128567433,"Outside
MPAs",0.0035342627135283725,-437948.3917220505,-0.1117098584435696,5654688.164947139,45796424.38999626,0.8900959010573652
Protecting most-fished pixels,0.2,1,804,1270737.8482381837,811,1392553.6889113095,"Partial
MPA overlap",-0.008631319358816275,-121815.84067312581,-0.0874765846682441,5654688.164947139,45796424.38999626,0.8900959010573652
Protecting most-fished pixels,0.2,2,4194,34931806.94938756,6675,49560804.59808163,"Inside
MPAs",-0.371685393258427,-14628997.648694076,-0.2951727230283974,5654688.164947139,45796424.38999626,0.8900959010573652
Protecting most-fished pixels,0.2,2,15246,3265362.9305782057,15198,3862840.899128665,"Outside
MPAs",0.0031583103039873666,-597477.9685504595,-0.15467320144747138,5654688.164947139,45796424.38999626,0.8900959010573652
Protecting most-fished pixels,0.2,2,813,1184262.7312234673,816,1350585.0821777096,"Partial
MPA overlap",-0.003676470588235294,-166322.35095424228,-0.12314836965773449,5654688.164947139,45796424.38999626,0.8900959010573652
Protecting most-fished pixels,0.2,3,4630,22361924.780253075,6679,49853473.13821144,"Inside
MPAs",-0.30678245246294356,-27491548.35795836,-0.5514470031354101,5654688.164947139,45796424.38999626,0.8900959010573652
Protecting most-fished pixels,0.2,3,15105,3637108.2581273774,15082,4166738.7405609787,"Outside
MPAs",0.0015249966847898156,-529630.4824336013,-0.12710911708428732,5654688.164947139,45796424.38999626,0.8900959010573652
Protecting most-fished pixels,0.2,3,789,1156726.4875818985,799,1346599.8102655527,"Partial
MPA overlap",-0.012515644555694618,-189873.32268365426,-0.14100204176191797,5654688.164947139,45796424.38999626,0.8900959010573652
Protecting most-fished pixels,0.3,1,6801,40845881.32212109,10162,52106802.38023552,"Inside
MPAs",-0.3307419799252116,-11260921.058114432,-0.21611230288016633,3639681.825392069,47811430.72955127,0.9292594145266472
Protecting most-fished pixels,0.3,1,11842,1763793.7870576691,11797,2066040.4358670278,"Outside
MPAs",0.003814529117572264,-302246.6488093587,-0.14629270732666896,3639681.825392069,47811430.72955127,0.9292594145266472
Protecting most-fished pixels,0.3,1,794,1260086.9674507156,811,1392553.6889113095,"Partial
MPA overlap",-0.02096177558569667,-132466.72146059386,-0.09512503719993416,3639681.825392069,47811430.72955127,0.9292594145266472
Protecting most-fished pixels,0.3,2,5029,34732667.87125267,10162,51337569.14506384,"Inside
MPAs",-0.5051171029324936,-16604901.273811169,-0.3234454133753574,3639681.825392069,47811430.72955127,0.9292594145266472
Protecting most-fished pixels,0.3,2,11730,1717942.9685908617,11711,2086076.352146523,"Outside
MPAs",0.001622406284689608,-368133.3835556614,-0.1764716728497789,3639681.825392069,47811430.72955127,0.9292594145266472
Protecting most-fished pixels,0.3,2,793,1170046.2186608573,816,1350585.0821777096,"Partial
MPA overlap",-0.028186274509803922,-180538.86351685226,-0.13367455771519993,3639681.825392069,47811430.72955127,0.9292594145266472
Protecting most-fished pixels,0.3,3,5820,21851352.83377986,10163,51763192.385921225,"Inside
MPAs",-0.4273344484896192,-29911839.552141365,-0.5778592504328793,3639681.825392069,47811430.72955127,0.9292594145266472
Protecting most-fished pixels,0.3,3,11561,1916851.2186640652,11598,2257019.492851256,"Outside
MPAs",-0.0031902052077944472,-340168.2741871907,-0.15071570062403922,3639681.825392069,47811430.72955127,0.9292594145266472
Protecting most-fished pixels,0.3,3,770,1137664.5950205424,799,1346599.8102655527,"Partial
MPA overlap",-0.03629536921151439,-208935.21524501033,-0.15515761524116642,3639681.825392069,47811430.72955127,0.9292594145266472
